LE,SE,Net Profit,Gross Profit,Gross Loss,Total Trades,Pct Profitable,Winning Trades,Losing Trades,Avg Trade,Avg Winning Trade,Avg Losing Trade,Win/Loss Ratio,Max Consecutive Winners,Max Consecutive Losers,Avg Bars in Winner,Avg Bars in Loser,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,objective,plateau_score
1.0,1.0,-118400.0,10920800.0,-11039200.0,474.0,35.443,168.0,306.0,-249.789,65004.8,-36075.8,1.80189,5.0,13.0,4.81548,2.40523,-1549600.0,0.989275,-7.86711,0.0,0.0,0.0
1.0,2.0,121400.0,9255000.0,-9133600.0,347.0,37.7522,131.0,216.0,349.856,70648.9,-42285.2,1.67077,6.0,8.0,6.17557,2.76389,-1446600.0,1.01329,9.52456,0.0,10187.999446979124,0.0
1.0,3.0,1257200.0,8593200.0,-7336000.0,281.0,39.1459,110.0,171.0,4474.02,78120.0,-42900.6,1.82095,6.0,7.0,7.33636,3.08187,-1113400.0,1.17137,131.948,0.0,1419572.3369858093,0.0
1.0,4.0,1114600.0,8244200.0,-7129600.0,243.0,37.4486,91.0,152.0,4586.83,90595.6,-46905.3,1.93146,5.0,7.0,8.68132,3.28947,-1502200.0,1.15633,83.6536,0.0,827009.1598988151,0.0
1.0,5.0,1347600.0,7843400.0,-6495800.0,216.0,37.037,80.0,136.0,6238.89,98042.5,-47763.2,2.05268,4.0,9.0,9.65,3.58088,-1348400.0,1.20746,124.043,0.0,1346800.4746366064,56486.85229117243
1.0,6.0,1412200.0,7762000.0,-6349800.0,199.0,36.6834,73.0,126.0,7096.48,106329.0,-50395.2,2.1099,4.0,9.0,10.411,3.78571,-1513600.0,1.2224,115.282,0.0,1317593.0496828752,210347.95687475044
1.0,7.0,1584000.0,7724600.0,-6140600.0,187.0,34.2246,64.0,123.0,8470.59,120697.0,-49923.6,2.41763,5.0,10.0,11.375,4.11382,-1740000.0,1.25796,109.68,0.0,1441986.2068965517,167858.8729537882
1.0,8.0,1350400.0,7517000.0,-6166600.0,178.0,33.1461,59.0,119.0,7586.52,127407.0,-51820.2,2.45863,5.0,10.0,12.3898,4.14286,-1772400.0,1.21899,91.4533,0.0,1028876.1904761905,147571.1451495259
1.0,9.0,1278000.0,7348800.0,-6070800.0,167.0,33.5329,56.0,110.0,7652.69,131229.0,-55189.1,2.3778,4.0,10.0,13.5536,4.07273,-1692800.0,1.21052,91.4817,0.0,964841.6824196597,89968.44839371156
1.0,10.0,1493400.0,7105800.0,-5612400.0,156.0,33.9744,53.0,101.0,9573.08,134072.0,-55568.3,2.41274,4.0,8.0,14.0189,4.41584,-1525200.0,1.26609,117.111,0.0,1462263.0212431157,89968.44839371156
1.0,11.0,1372800.0,6870000.0,-5497200.0,149.0,34.2282,51.0,97.0,9213.42,134706.0,-56672.2,2.37693,4.0,8.0,14.5098,4.57732,-1569800.0,1.24973,107.772,0.0,1200522.2576124347,41024.41905250995
1.0,12.0,964000.0,6487400.0,-5523400.0,144.0,33.3333,48.0,96.0,6694.44,135154.0,-57535.4,2.34906,4.0,8.0,15.2292,4.625,-1576800.0,1.17453,75.2655,0.0,589355.6570268899,10529.160812364287
1.0,13.0,986000.0,6417200.0,-5431200.0,138.0,33.3333,46.0,92.0,7144.93,139504.0,-59034.8,2.36309,4.0,8.0,15.4348,4.98913,-1630800.0,1.18154,73.8687,0.0,596146.6764778023,10529.160812364287
1.0,14.0,780800.0,6224000.0,-5443200.0,136.0,32.3529,44.0,92.0,5741.18,141455.0,-59165.2,2.39084,4.0,8.0,15.6591,5.19565,-1634800.0,1.14345,58.3209,0.0,372919.4029850746,10529.160812364287
1.0,15.0,790200.0,6104800.0,-5314600.0,132.0,33.3333,44.0,88.0,5986.36,138745.0,-60393.2,2.29737,4.0,8.0,16.0455,5.19318,-1612200.0,1.14868,60.0365,0.0,387306.81056940823,10529.160812364287
1.0,16.0,1036200.0,6359400.0,-5323200.0,128.0,32.8125,42.0,86.0,8095.31,151414.0,-61897.7,2.4462,4.0,8.0,16.7381,5.23256,-1657400.0,1.19466,76.1128,0.0,647828.1887293351,10529.160812364287
1.0,17.0,1290600.0,6346600.0,-5056000.0,123.0,33.3333,41.0,82.0,10492.7,154795.0,-61658.5,2.51052,4.0,8.0,17.6829,5.14634,-1510600.0,1.25526,106.257,0.0,1102640.2489077188,12799.236735196357
1.0,18.0,1642200.0,6273000.0,-4630800.0,114.0,35.0877,40.0,74.0,14405.3,156825.0,-62578.4,2.50606,6.0,8.0,18.075,5.59459,-1473800.0,1.35463,139.429,0.0,1829841.7967159722,180632.79434662833
1.0,19.0,1513000.0,6182000.0,-4669000.0,114.0,35.0877,40.0,74.0,13271.9,154550.0,-63094.6,2.4495,6.0,8.0,18.1,5.58108,-1541800.0,1.32405,121.448,0.0,1484737.9686081205,460579.39327082183
1.0,20.0,1419000.0,6037800.0,-4618800.0,110.0,35.4545,39.0,71.0,12900.0,154815.0,-65053.5,2.37982,6.0,8.0,17.9487,6.05634,-1625800.0,1.30722,106.708,0.0,1238504.7361299053,415568.0166831303
1.0,21.0,1343400.0,5902200.0,-4558800.0,108.0,32.4074,35.0,73.0,12438.9,168634.0,-62449.3,2.70034,6.0,8.0,18.8857,6.41096,-1723000.0,1.29468,94.1416,0.0,1047430.9692396983,253020.75802953632
1.0,22.0,1360200.0,5793200.0,-4433000.0,106.0,32.0755,34.0,72.0,12832.1,170388.0,-61569.4,2.76742,6.0,8.0,19.3529,6.51389,-1723000.0,1.30684,95.3189,0.0,1073792.2460824144,198455.9223300971
1.0,23.0,1112000.0,5755400.0,-4643400.0,106.0,32.0755,34.0,72.0,10490.6,169276.0,-64491.7,2.62478,6.0,8.0,19.3824,6.5,-1830000.0,1.23948,72.4902,0.0,675707.1038251367,198455.9223300971
1.0,24.0,959600.0,5700400.0,-4740800.0,106.0,30.1887,32.0,74.0,9052.83,178138.0,-64064.9,2.78058,5.0,8.0,19.4375,6.82432,-1850400.0,1.20241,61.7344,0.0,497639.5157803718,198455.9223300971
1.0,25.0,1156200.0,5707400.0,-4551200.0,102.0,30.3922,31.0,71.0,11335.3,184110.0,-64101.4,2.87216,5.0,10.0,19.1613,7.4507,-1616800.0,1.25404,87.5776,0.0,826817.4418604651,198455.9223300971
1.0,26.0,1405000.0,5691800.0,-4286800.0,98.0,31.6327,31.0,67.0,14336.7,183606.0,-63982.1,2.86965,5.0,10.0,20.0968,7.35821,-1616200.0,1.32775,106.423,0.0,1221398.9605246875,198455.9223300971
1.0,27.0,1353800.0,5661400.0,-4307600.0,98.0,29.5918,29.0,69.0,13814.3,195221.0,-62429.0,3.12708,5.0,10.0,21.2414,7.24638,-1616200.0,1.31428,102.545,0.0,1134002.2521965103,538903.2440056418
1.0,28.0,1416000.0,5795800.0,-4379800.0,96.0,30.2083,29.0,67.0,14750.0,199855.0,-65370.1,3.05728,5.0,10.0,20.6897,7.58209,-1616200.0,1.3233,107.256,0.0,1240598.9357752753,663456.0138949197
1.0,29.0,1436600.0,5792800.0,-4356200.0,95.0,30.5263,29.0,66.0,15122.1,199752.0,-66003.0,3.0264,5.0,10.0,20.6897,7.66667,-1616200.0,1.32978,108.817,0.0,1276958.0249969063,584580.6166451056
1.0,30.0,1372800.0,5778800.0,-4406000.0,95.0,29.4737,28.0,67.0,14450.5,206386.0,-65761.2,3.13841,5.0,10.0,21.3214,7.59701,-1616200.0,1.31158,103.984,0.0,1166056.0821680485,454894.95261639886
1.0,31.0,1307600.0,5766200.0,-4458600.0,94.0,29.7872,28.0,66.0,13910.6,205936.0,-67554.5,3.04844,5.0,10.0,21.2857,7.68182,-1627400.0,1.29328,98.2124,0.0,1050643.824505346,385277.66518038104
1.0,32.0,1151200.0,5718200.0,-4567000.0,94.0,28.7234,27.0,67.0,12246.8,211785.0,-68164.2,3.10699,5.0,10.0,21.9259,7.62687,-1634600.0,1.25207,86.0003,0.0,810755.8057017007,372136.70449939196
1.0,33.0,1016000.0,5706800.0,-4690800.0,94.0,28.7234,27.0,67.0,10808.5,211363.0,-70011.9,3.01896,5.0,10.0,21.9259,7.62687,-1705800.0,1.21659,72.067,0.0,605144.8000937976,305744.95338467776
1.0,34.0,1060400.0,5706200.0,-4645800.0,92.0,29.3478,27.0,65.0,11526.1,211341.0,-71473.8,2.9569,5.0,10.0,21.9259,7.83077,-1705800.0,1.22825,75.2163,0.0,659191.0892249971,303733.8374672313
1.0,35.0,969200.0,5706200.0,-4737000.0,92.0,29.3478,27.0,65.0,10534.8,211341.0,-72876.9,2.89997,5.0,10.0,21.9259,7.83077,-1705800.0,1.2046,68.7473,0.0,550679.2355493024,261690.46681110893
1.0,36.0,952400.0,5696000.0,-4743600.0,91.0,29.6703,27.0,64.0,10465.9,210963.0,-74118.8,2.84628,5.0,10.0,21.9259,7.89062,-1714200.0,1.20078,67.1555,0.0,529148.1507408704,261690.46681110893
1.0,37.0,953800.0,5685000.0,-4731200.0,90.0,28.8889,26.0,64.0,10597.8,218654.0,-73925.0,2.95778,5.0,10.0,21.3077,8.45312,-1741000.0,1.2016,66.0069,0.0,522535.57725445146,261690.46681110893
1.0,38.0,1091000.0,5685000.0,-4594000.0,87.0,29.8851,26.0,61.0,12540.2,218654.0,-75311.5,2.90333,5.0,10.0,21.3077,8.80328,-1604600.0,1.23748,83.3715,0.0,741792.9702106444,261690.46681110893
1.0,39.0,1087000.0,5685000.0,-4598000.0,87.0,29.8851,26.0,61.0,12494.3,218654.0,-75377.0,2.9008,5.0,10.0,21.3077,8.80328,-1604600.0,1.23641,83.0659,0.0,736363.5797083385,261690.46681110893
1.0,40.0,1004600.0,5685000.0,-4680400.0,87.0,29.8851,26.0,61.0,11547.1,218654.0,-76727.9,2.84973,5.0,10.0,21.3077,8.80328,-1611200.0,1.21464,76.7691,0.0,626378.5749751738,475272.5625539258
1.0,41.0,1556600.0,5690400.0,-4133800.0,81.0,32.0988,26.0,55.0,19217.3,218862.0,-75160.0,2.91194,5.0,10.0,22.0385,9.52727,-1604600.0,1.37655,118.952,0.0,1510035.8718683785,475272.5625539258
1.0,42.0,1530600.0,5683600.0,-4153000.0,81.0,30.8642,25.0,56.0,18896.3,227344.0,-74160.7,3.06556,5.0,10.0,20.8,10.3036,-1604600.0,1.36855,116.965,0.0,1460012.6885205035,475272.5625539258
1.0,43.0,1605600.0,5805400.0,-4199800.0,81.0,32.0988,26.0,55.0,19822.2,223285.0,-76360.0,2.9241,5.0,10.0,22.4615,9.23636,-1604600.0,1.3823,122.696,0.0,1606600.6232082762,907334.859521332
1.0,44.0,1605600.0,5805400.0,-4199800.0,81.0,32.0988,26.0,55.0,19822.2,223285.0,-76360.0,2.9241,5.0,10.0,22.4615,9.23636,-1604600.0,1.3823,122.696,0.0,1606600.6232082762,907334.859521332
1.0,45.0,1584400.0,5805400.0,-4221000.0,81.0,32.0988,26.0,55.0,19560.5,223285.0,-76745.5,2.90942,5.0,10.0,22.4615,9.23636,-1604600.0,1.37536,121.076,0.0,1564454.293905023,1094752.605995139
1.0,46.0,1557600.0,5805400.0,-4247800.0,81.0,32.0988,26.0,55.0,19229.6,223285.0,-77232.7,2.89106,5.0,10.0,22.4615,9.21818,-1604600.0,1.36668,119.028,0.0,1511976.6670821388,980090.7664609053
1.0,47.0,1542400.0,5775200.0,-4232800.0,80.0,32.5,26.0,54.0,19280.0,222123.0,-78385.2,2.83374,5.0,10.0,22.4231,9.37037,-1604600.0,1.36439,117.866,0.0,1482611.0931073164,980090.7664609053
1.0,48.0,1419600.0,5750800.0,-4331200.0,80.0,32.5,26.0,54.0,17745.0,221185.0,-80207.4,2.75766,5.0,10.0,22.4231,9.37037,-1678600.0,1.32776,102.676,0.0,1200562.4687239367,980090.7664609053
1.0,49.0,1522000.0,5703200.0,-4181200.0,78.0,33.3333,26.0,52.0,19512.8,219354.0,-80407.7,2.72802,5.0,10.0,22.4231,9.69231,-1528800.0,1.36401,124.326,0.0,1515230.2459445316,980090.7664609053
1.0,50.0,1522000.0,5703200.0,-4181200.0,78.0,33.3333,26.0,52.0,19512.8,219354.0,-80407.7,2.72802,5.0,10.0,22.4231,9.69231,-1528800.0,1.36401,124.326,0.0,1515230.2459445316,980090.7664609053
2.0,1.0,-1165200.0,9285000.0,-10450200.0,387.0,34.8837,135.0,252.0,-3010.85,68777.8,-41469.0,1.65853,5.0,14.0,5.61481,2.7619,-2344400.0,0.8885,-52.8723,0.0,0.0,0.0
2.0,2.0,-1047000.0,8013200.0,-9060200.0,294.0,36.0544,106.0,188.0,-3561.22,75596.2,-48192.6,1.56863,6.0,13.0,7.09434,3.15957,-2036200.0,0.88444,-54.0471,0.0,0.0,0.0
2.0,3.0,355200.0,7499800.0,-7144600.0,236.0,40.2542,95.0,141.0,1505.08,78945.3,-50670.9,1.558,5.0,9.0,8.06316,3.60993,-1075800.0,1.04972,36.2968,0.0,117277.41215839375,0.0
2.0,4.0,880600.0,7365000.0,-6484400.0,199.0,40.7035,81.0,118.0,4425.13,90925.9,-54952.5,1.65463,5.0,9.0,9.50617,3.92373,-1199400.0,1.1358,92.8903,0.0,646536.9017842255,0.0
2.0,5.0,1087600.0,7148600.0,-6061000.0,178.0,39.8876,71.0,107.0,6110.11,100685.0,-56644.9,1.77747,4.0,9.0,10.4507,4.40187,-1088800.0,1.17944,119.701,0.0,1086401.3225569434,0.0
2.0,6.0,1184400.0,7165600.0,-5981200.0,165.0,37.5758,62.0,103.0,7178.18,115574.0,-58069.9,1.99026,4.0,9.0,11.7419,4.49515,-1210200.0,1.19802,118.535,0.0,1159150.024789291,2845.3988773600954
2.0,7.0,764600.0,6910800.0,-6146200.0,159.0,32.7044,52.0,107.0,4808.81,132900.0,-57441.1,2.31367,4.0,10.0,13.2115,4.63551,-1386200.0,1.1244,65.0613,0.0,421737.95989034773,49572.31171969392
2.0,8.0,562200.0,6781400.0,-6219200.0,151.0,31.1258,47.0,104.0,3723.18,144285.0,-59800.0,2.41279,4.0,10.0,14.3617,4.79808,-1502600.0,1.0904,43.1598,0.0,210347.95687475044,13878.149762282092
2.0,9.0,481400.0,6682600.0,-6201200.0,144.0,30.5556,44.0,100.0,3343.06,151877.0,-62012.0,2.44916,4.0,9.0,15.2955,4.89,-1380600.0,1.07763,42.5415,0.0,167858.8729537882,7212.62117468162
2.0,10.0,449800.0,6495800.0,-6046000.0,138.0,31.1594,43.0,95.0,3259.42,151065.0,-63642.1,2.37367,4.0,12.0,15.5349,5.07368,-1371000.0,1.0744,38.6227,0.0,147571.1451495259,7212.62117468162
2.0,11.0,362800.0,6321000.0,-5958200.0,133.0,30.0752,40.0,93.0,2727.82,158025.0,-64066.7,2.46657,4.0,12.0,16.275,5.29032,-1463000.0,1.06089,31.163,0.0,89968.44839371156,7212.62117468162
2.0,12.0,397600.0,6282800.0,-5885200.0,128.0,30.4688,39.0,89.0,3106.25,161097.0,-66125.8,2.43623,4.0,12.0,17.1538,5.25843,-1477000.0,1.06756,33.7464,0.0,107031.65876777252,7212.62117468162
2.0,13.0,252800.0,6200200.0,-5947400.0,124.0,31.4516,39.0,85.0,2038.71,158979.0,-69969.4,2.27213,4.0,10.0,17.2051,5.4,-1557800.0,1.04251,20.0794,0.0,41024.41905250995,7212.62117468162
2.0,14.0,128400.0,6073800.0,-5945400.0,122.0,31.9672,39.0,83.0,1052.46,155738.0,-71631.3,2.17417,4.0,10.0,17.2821,5.45783,-1565800.0,1.0216,10.1342,0.0,10529.160812364287,9152.890632296629
2.0,15.0,144200.0,5925800.0,-5781600.0,119.0,32.7731,39.0,80.0,1211.76,151944.0,-72270.0,2.10244,4.0,10.0,17.359,5.525,-1624600.0,1.02494,10.8765,0.0,12799.236735196357,9152.890632296629
2.0,16.0,549200.0,6249400.0,-5700200.0,116.0,32.7586,38.0,78.0,4734.48,164458.0,-73079.5,2.2504,4.0,10.0,17.8684,5.52564,-1669800.0,1.09635,40.0584,0.0,180632.79434662833,9152.890632296629
2.0,17.0,891800.0,6238400.0,-5346600.0,111.0,33.3333,37.0,74.0,8034.23,168605.0,-72251.4,2.3336,4.0,10.0,18.9189,5.44595,-1517800.0,1.1668,73.1583,0.0,523986.84938727104,9152.890632296629
2.0,18.0,1180400.0,6169600.0,-4989200.0,104.0,34.6154,36.0,68.0,11350.0,171378.0,-73370.6,2.33578,6.0,10.0,18.9167,6.07353,-1548600.0,1.23659,94.4471,0.0,899744.3884799173,9257.778591704056
2.0,19.0,1051200.0,6078600.0,-5027400.0,104.0,34.6154,36.0,68.0,10107.7,168850.0,-73932.4,2.28384,6.0,10.0,18.9444,6.05882,-1616600.0,1.20909,79.7693,0.0,683546.6039836694,248640.0214707461
2.0,20.0,971400.0,5899200.0,-4927800.0,102.0,36.2745,37.0,65.0,9523.53,159438.0,-75812.3,2.10306,6.0,10.0,18.0811,6.46154,-1700600.0,1.19713,69.2966,0.0,554873.5505115842,234061.2637113589
2.0,21.0,913800.0,5786600.0,-4872800.0,100.0,33.0,33.0,67.0,9138.0,175352.0,-72728.4,2.41105,6.0,10.0,19.0909,6.83582,-1813000.0,1.18753,60.0079,0.0,460579.39327082183,132164.71733168187
2.0,22.0,870200.0,5682200.0,-4812000.0,99.0,31.3131,31.0,68.0,8789.9,183297.0,-70764.7,2.59023,6.0,10.0,20.0323,6.89706,-1822200.0,1.18084,56.8016,0.0,415568.0166831303,98607.64488286067
2.0,23.0,700000.0,5649400.0,-4949400.0,99.0,30.303,30.0,69.0,7070.71,188313.0,-71730.4,2.62529,6.0,10.0,20.5333,6.85507,-1936600.0,1.14143,42.517,0.0,253020.75802953632,98607.64488286067
2.0,24.0,623200.0,5623800.0,-5000600.0,99.0,28.2828,28.0,71.0,6294.95,200850.0,-70431.0,2.85173,4.0,10.0,20.6071,7.21127,-1957000.0,1.12463,37.389,0.0,198455.9223300971,98607.64488286067
2.0,25.0,957600.0,5630400.0,-4672800.0,94.0,29.7872,28.0,66.0,10187.2,201086.0,-70800.0,2.84019,4.0,10.0,19.7857,8.09091,-1701600.0,1.20493,67.8475,0.0,538903.2440056418,98607.64488286067
2.0,26.0,1124800.0,5595400.0,-4470600.0,91.0,29.6703,27.0,64.0,12360.4,207237.0,-69853.1,2.96675,4.0,10.0,21.4444,7.84375,-1514800.0,1.2516,92.5,0.0,835209.2949564299,98607.64488286067
2.0,27.0,1073600.0,5586600.0,-4513000.0,91.0,28.5714,26.0,65.0,11797.8,214869.0,-69430.8,3.09473,4.0,10.0,21.0769,8.2,-1514800.0,1.23789,88.2895,0.0,760903.7232637972,299921.9617965927
2.0,28.0,1069000.0,5559400.0,-4490400.0,87.0,29.8851,26.0,61.0,12287.4,213823.0,-73613.1,2.90469,4.0,10.0,23.5,7.62295,-1514800.0,1.23806,87.9112,0.0,754397.2801689992,343256.8068747173
2.0,29.0,1224600.0,5553400.0,-4328800.0,86.0,30.2326,26.0,60.0,14239.5,213592.0,-72146.7,2.96053,4.0,10.0,23.5,7.7,-1514800.0,1.2829,100.707,0.0,989995.4845524161,343256.8068747173
2.0,30.0,1160800.0,5548200.0,-4387400.0,86.0,30.2326,26.0,60.0,13497.7,213392.0,-73123.3,2.91825,4.0,10.0,23.5,7.7,-1514800.0,1.26458,95.4605,0.0,889527.7528386585,270738.2614350748
2.0,31.0,1059600.0,5544600.0,-4485000.0,87.0,29.8851,26.0,61.0,12179.3,213254.0,-73524.6,2.90044,4.0,10.0,23.5,7.54098,-1526000.0,1.23625,86.3429,0.0,735748.4665792923,116798.60825247476
2.0,32.0,958000.0,5532400.0,-4574400.0,87.0,29.8851,26.0,61.0,11011.5,212785.0,-74990.2,2.8375,4.0,10.0,23.5385,7.47541,-1601600.0,1.20943,73.0517,0.0,573029.4705294705,110381.82887386064
2.0,33.0,841200.0,5521000.0,-4679800.0,87.0,29.8851,26.0,61.0,9668.97,212346.0,-76718.0,2.76788,4.0,10.0,23.5385,7.47541,-1672800.0,1.17975,60.8419,0.0,423013.7733142037,82699.51974909341
2.0,34.0,895400.0,5520400.0,-4625000.0,85.0,30.5882,26.0,59.0,10534.1,212323.0,-78389.8,2.70855,4.0,10.0,23.5385,7.69492,-1672800.0,1.1936,64.762,0.0,479280.94213295076,82699.51974909341
2.0,35.0,804200.0,5520400.0,-4716200.0,85.0,30.5882,26.0,59.0,9461.18,212323.0,-79935.6,2.65618,4.0,10.0,23.5385,7.69492,-1672800.0,1.17052,58.1658,0.0,386619.82305117167,82699.51974909341
2.0,36.0,793400.0,5515400.0,-4722000.0,84.0,29.7619,25.0,59.0,9445.24,220616.0,-80033.9,2.75653,4.0,10.0,22.48,8.45763,-1682800.0,1.16802,56.9726,0.0,374069.146660328,82699.51974909341
2.0,37.0,849600.0,5510400.0,-4660800.0,83.0,28.9157,24.0,59.0,10236.1,229600.0,-78996.6,2.90645,4.0,10.0,21.8333,9.05085,-1639600.0,1.18229,63.3652,0.0,440241.61990729446,82699.51974909341
2.0,38.0,1043000.0,5510400.0,-4467400.0,80.0,30.0,24.0,56.0,13037.5,229600.0,-79775.0,2.87809,4.0,10.0,21.8333,9.44643,-1481200.0,1.23347,88.2104,0.0,734437.618147448,97953.06220555716
2.0,39.0,1041000.0,5510400.0,-4469400.0,80.0,30.0,24.0,56.0,13012.5,229600.0,-79810.7,2.87681,4.0,10.0,21.8333,9.42857,-1481200.0,1.23292,88.0413,0.0,731623.683499865,97953.06220555716
2.0,40.0,988600.0,5510400.0,-4521800.0,80.0,30.0,24.0,56.0,12357.5,229600.0,-80746.4,2.84347,4.0,10.0,21.8333,9.42857,-1511800.0,1.21863,80.9267,0.0,646467.7602857521,336063.113386002
2.0,41.0,1331200.0,5510400.0,-4179200.0,76.0,31.5789,24.0,52.0,17515.8,229600.0,-80369.2,2.85681,4.0,10.0,21.8333,9.98077,-1481200.0,1.31853,112.585,0.0,1196390.3861733729,336063.113386002
2.0,42.0,1305200.0,5510400.0,-4205200.0,76.0,31.5789,24.0,52.0,17173.7,229600.0,-80869.2,2.83915,4.0,10.0,21.8333,9.98077,-1481200.0,1.31038,110.386,0.0,1150112.7734269511,336063.113386002
2.0,43.0,1316800.0,5595600.0,-4278800.0,76.0,32.8947,25.0,51.0,17326.3,223824.0,-83898.0,2.66781,4.0,10.0,23.44,8.88235,-1481200.0,1.30775,111.367,0.0,1170646.9349176344,766585.0332068311
2.0,44.0,1316800.0,5595600.0,-4278800.0,76.0,32.8947,25.0,51.0,17326.3,223824.0,-83898.0,2.66781,4.0,10.0,23.44,8.88235,-1481200.0,1.30775,111.367,0.0,1170646.9349176344,766585.0332068311
2.0,45.0,1295600.0,5595600.0,-4300000.0,76.0,32.8947,25.0,51.0,17047.4,223824.0,-84313.7,2.65466,4.0,10.0,23.44,8.88235,-1481200.0,1.3013,109.574,0.0,1133256.3867134755,1047974.5967741936
2.0,46.0,1273400.0,5595600.0,-4322200.0,76.0,32.8947,25.0,51.0,16755.3,223824.0,-84749.0,2.64102,4.0,10.0,23.44,8.86275,-1481200.0,1.29462,107.696,0.0,1094752.605995139,980090.7664609053
2.0,47.0,1333000.0,5565400.0,-4232400.0,75.0,33.3333,25.0,50.0,17773.3,222616.0,-84648.0,2.6299,4.0,10.0,23.4,8.98,-1481200.0,1.31495,112.737,0.0,1199628.004320821,980090.7664609053
2.0,48.0,1234600.0,5541000.0,-4306400.0,75.0,33.3333,25.0,50.0,16461.3,221640.0,-86128.0,2.57338,4.0,10.0,23.4,8.98,-1555200.0,1.28669,98.2649,0.0,980090.7664609053,980090.7664609053
2.0,49.0,1357400.0,5493400.0,-4136000.0,73.0,34.2466,25.0,48.0,18594.5,219736.0,-86166.7,2.55013,4.0,10.0,23.4,9.3125,-1385200.0,1.32819,124.991,0.0,1330157.926653191,980090.7664609053
2.0,50.0,1357400.0,5493400.0,-4136000.0,73.0,34.2466,25.0,48.0,18594.5,219736.0,-86166.7,2.55013,4.0,10.0,23.4,9.3125,-1385200.0,1.32819,124.991,0.0,1330157.926653191,980090.7664609053
3.0,1.0,-1447800.0,7635000.0,-9082800.0,329.0,36.7781,121.0,208.0,-4400.61,63099.2,-43667.3,1.445,5.0,15.0,6.45455,2.97115,-3111800.0,0.8406,-51.2786,0.0,0.0,0.0
3.0,2.0,-858400.0,7132400.0,-7990800.0,253.0,36.7589,93.0,160.0,-3392.89,76692.5,-49942.5,1.53562,5.0,13.0,8.2043,3.41875,-2491200.0,0.892576,-37.6425,0.0,0.0,0.0
3.0,3.0,300800.0,6658800.0,-6358000.0,206.0,41.7476,86.0,120.0,1460.19,77427.9,-52983.3,1.46136,5.0,8.0,9.0,3.98333,-1601800.0,1.04731,21.0762,0.0,56486.85229117243,0.0
3.0,4.0,932600.0,6621200.0,-5688600.0,172.0,41.2791,71.0,100.0,5422.09,93256.3,-56886.0,1.63935,5.0,8.0,10.5915,4.44,-1853400.0,1.16394,56.8728,0.0,469268.78169850004,0.0
3.0,5.0,1149400.0,6441400.0,-5292000.0,155.0,41.2903,64.0,91.0,7415.48,100647.0,-58153.8,1.7307,6.0,12.0,11.4688,4.89011,-1745000.0,1.2172,73.1543,0.0,757089.0315186246,0.0
3.0,6.0,1299200.0,6475200.0,-5176000.0,143.0,37.7622,54.0,89.0,9085.31,119911.0,-58157.3,2.06184,6.0,12.0,12.8148,5.2809,-1772600.0,1.251,81.7313,0.0,952228.7261649554,2845.3988773600954
3.0,7.0,1001200.0,6266800.0,-5265600.0,137.0,35.7664,49.0,88.0,7308.03,127894.0,-59836.4,2.13739,6.0,10.0,14.1224,5.34091,-1809000.0,1.19014,61.5744,0.0,554119.09342178,49572.31171969392
3.0,8.0,850200.0,6194400.0,-5344200.0,129.0,34.8837,45.0,84.0,6590.7,137653.0,-63621.4,2.16363,5.0,10.0,15.2,5.54762,-1900600.0,1.15909,49.1843,0.0,380322.02462380304,13878.149762282092
3.0,9.0,848800.0,6114200.0,-5265400.0,122.0,36.0656,44.0,78.0,6957.38,138959.0,-67505.1,2.0585,5.0,10.0,15.9318,5.55128,-1778600.0,1.1612,54.7189,0.0,405072.2141009783,7212.62117468162
3.0,10.0,690200.0,5911000.0,-5220800.0,119.0,36.9748,44.0,75.0,5800.0,134341.0,-69610.7,1.92989,5.0,10.0,15.9545,5.6,-1813200.0,1.1322,42.4895,0.0,262726.69313920144,7212.62117468162
3.0,11.0,636600.0,5711200.0,-5074600.0,114.0,36.8421,42.0,72.0,5584.21,135981.0,-70480.6,1.92934,5.0,10.0,16.5952,5.76389,-1905200.0,1.12545,39.4131,0.0,212712.34516061307,7212.62117468162
3.0,12.0,631400.0,5622400.0,-4991000.0,110.0,37.2727,41.0,69.0,5740.0,137132.0,-72333.3,1.89583,5.0,10.0,17.439,5.72464,-1917000.0,1.12651,38.8076,0.0,207963.46374543558,7212.62117468162
3.0,13.0,536000.0,5522200.0,-4986200.0,106.0,37.7358,40.0,66.0,5056.6,138055.0,-75548.5,1.82737,5.0,8.0,17.425,6.15152,-1970800.0,1.1075,31.8896,0.0,145776.3344834585,7212.62117468162
3.0,14.0,351000.0,5357000.0,-5006000.0,105.0,36.1905,38.0,67.0,3342.86,140974.0,-74716.4,1.88678,5.0,8.0,17.4474,6.52239,-1974800.0,1.07012,20.8333,0.0,62386.570791978935,9152.890632296629
3.0,15.0,316800.0,5207800.0,-4891000.0,103.0,36.8932,38.0,65.0,3075.73,137047.0,-75246.2,1.82132,6.0,8.0,17.5263,6.58462,-1997400.0,1.06477,18.5545,0.0,50246.44037248423,9152.890632296629
3.0,16.0,747600.0,5374200.0,-4626600.0,97.0,38.1443,37.0,60.0,7707.22,145249.0,-77110.0,1.88366,6.0,8.0,18.9189,6.55,-2040200.0,1.16159,42.7151,0.0,273946.5542593863,9152.890632296629
