LE,SE,Net Profit,Gross Profit,Gross Loss,Total Trades,Pct Profitable,Winning Trades,Losing Trades,Avg Trade,Avg Winning Trade,Avg Losing Trade,Win/Loss Ratio,Max Consecutive Winners,Max Consecutive Losers,Avg Bars in Winner,Avg Bars in Loser,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,objective,plateau_score
18.0,9.0,241400.0,4823600.0,-4582200.0,78.0,26.9231,21.0,57.0,3094.87,229695.0,-80389.5,2.85728,4.0,13.0,22.8095,8.17544,-1589600.0,1.05268,16.2888,0.0,36659.51182687469,0.0
18.0,10.0,-164600.0,4590000.0,-4754600.0,79.0,25.3165,20.0,59.0,-2083.54,229500.0,-80586.4,2.84787,3.0,13.0,22.85,7.84746,-1705600.0,0.965381,-10.3004,0.0,0.0,0.0
18.0,11.0,-22200.0,4615800.0,-4638000.0,76.0,26.3158,20.0,56.0,-292.105,230790.0,-82821.4,2.7866,3.0,12.0,22.85,7.80357,-1598200.0,0.995213,-1.48933,0.0,0.0,0.0
18.0,12.0,24800.0,4610000.0,-4585200.0,75.0,26.6667,20.0,55.0,330.667,230500.0,-83367.3,2.76487,3.0,12.0,22.9,7.81818,-1598200.0,1.00541,1.66376,0.0,384.83293705418595,0.0
18.0,13.0,-34000.0,4550000.0,-4584000.0,74.0,25.6757,19.0,55.0,-459.459,239474.0,-83345.5,2.87327,3.0,12.0,22.9474,7.92727,-1618600.0,0.992583,-2.25017,0.0,0.0,0.0
18.0,14.0,3400.0,4585200.0,-4581800.0,73.0,24.6575,18.0,55.0,46.5753,254733.0,-83305.5,3.05782,3.0,12.0,23.3333,8.21818,-1618600.0,1.00074,0.225017,0.0,7.141974545903867,0.0
18.0,15.0,170200.0,4471000.0,-4300800.0,71.0,23.9437,17.0,54.0,2397.18,263000.0,-79644.4,3.30218,3.0,11.0,24.1176,8.48148,-1459800.0,1.03957,12.5869,0.0,19843.84162214002,0.0
18.0,16.0,296200.0,4444400.0,-4148200.0,69.0,24.6377,17.0,52.0,4292.75,261435.0,-79773.1,3.27724,3.0,11.0,24.1176,8.59615,-1459800.0,1.0714,21.905,0.0,60100.31511165913,0.0
18.0,17.0,555800.0,4404400.0,-3848600.0,66.0,25.7576,17.0,49.0,8421.21,259082.0,-78542.9,3.29861,3.0,10.0,24.5294,9.08163,-1342600.0,1.14442,45.004,0.0,230086.13138686132,1552.5606469002696
18.0,18.0,1176000.0,4617200.0,-3441200.0,62.0,27.4194,17.0,45.0,18967.7,271600.0,-76471.1,3.55167,3.0,9.0,24.9412,9.42222,-1252000.0,1.34174,102.761,0.0,1104613.4185303515,20834.581738655004
18.0,19.0,1183800.0,4615600.0,-3431800.0,62.0,25.8065,16.0,46.0,19093.5,288475.0,-74604.3,3.86673,3.0,11.0,24.5625,9.84783,-1240000.0,1.34495,104.539,0.0,1130147.1290322582,140066.59732540863
18.0,20.0,867200.0,4308200.0,-3441000.0,61.0,26.2295,16.0,45.0,14216.4,269262.0,-76466.7,3.52131,3.0,11.0,25.6875,9.62222,-1278800.0,1.25202,76.5807,0.0,588079.3243665937,277286.64186675684
18.0,21.0,797400.0,3957000.0,-3159600.0,57.0,28.0702,16.0,41.0,13989.5,247312.0,-77063.4,3.20921,3.0,11.0,28.6875,9.70732,-1571600.0,1.25237,100.454,0.0,404585.61975057266,176384.00360482145
18.0,22.0,784000.0,3957000.0,-3173000.0,57.0,28.0702,16.0,41.0,13754.4,247312.0,-77390.2,3.19565,3.0,11.0,28.625,9.70732,-1571600.0,1.24708,98.7654,0.0,391102.06159328076,150503.2258064516
18.0,23.0,642200.0,3903800.0,-3261600.0,57.0,26.3158,15.0,42.0,11266.7,260253.0,-77657.1,3.35131,3.0,11.0,26.8667,10.6905,-1572800.0,1.1969,75.4642,0.0,262220.77822990844,94664.49057962319
18.0,24.0,601000.0,3882200.0,-3281200.0,57.0,24.5614,14.0,43.0,10543.9,277300.0,-76307.0,3.63401,2.0,11.0,26.2857,11.0233,-1583000.0,1.18316,70.6228,0.0,228174.98420720152,71749.45397815913
18.0,25.0,479800.0,3883800.0,-3404000.0,59.0,23.7288,14.0,45.0,8132.2,277414.0,-75644.4,3.66735,2.0,12.0,25.2857,10.3556,-1464000.0,1.14095,64.6108,0.0,157245.92896174864,68711.48445937838
18.0,26.0,428400.0,3867200.0,-3438800.0,59.0,23.7288,14.0,45.0,7261.02,276229.0,-76417.8,3.61472,2.0,12.0,25.4286,10.1556,-1464000.0,1.12458,56.7267,0.0,125359.67213114754,68711.48445937838
18.0,27.0,421000.0,3867200.0,-3446200.0,59.0,23.7288,14.0,45.0,7135.59,276229.0,-76582.2,3.60695,2.0,12.0,25.4286,10.0,-1464000.0,1.12216,55.2059,0.0,121066.2568306011,68711.48445937838
18.0,28.0,560800.0,3820800.0,-3260000.0,55.0,25.4545,14.0,41.0,10196.4,272914.0,-79512.2,3.43236,2.0,9.0,25.5,11.0976,-1464000.0,1.17202,76.612,0.0,214820.10928961748,68711.48445937838
18.0,29.0,505600.0,3781200.0,-3275600.0,55.0,23.6364,13.0,42.0,9192.73,290862.0,-77990.5,3.72945,2.0,9.0,24.5385,11.7143,-1464000.0,1.15435,69.071,0.0,174611.58469945355,68711.48445937838
18.0,30.0,505800.0,3781200.0,-3275400.0,55.0,23.6364,13.0,42.0,9196.36,290862.0,-77985.7,3.72968,2.0,9.0,24.5385,11.6905,-1464000.0,1.15442,69.0984,0.0,174749.75409836066,21945.82595347739
18.0,31.0,457000.0,3775600.0,-3318600.0,55.0,23.6364,13.0,42.0,8309.09,290431.0,-79014.3,3.67567,2.0,9.0,24.5385,11.5,-1469600.0,1.13771,60.8684,0.0,142112.81981491562,0.0
18.0,32.0,296800.0,3772000.0,-3475200.0,55.0,23.6364,13.0,42.0,5396.36,290154.0,-82742.9,3.50669,2.0,9.0,24.5385,10.9524,-1491200.0,1.08541,32.8755,0.0,59073.390557939914,0.0
18.0,33.0,81800.0,3695400.0,-3613600.0,56.0,23.2143,13.0,43.0,1460.71,284262.0,-84037.2,3.38257,2.0,9.0,24.0769,10.7209,-1575200.0,1.02264,8.00705,0.0,4247.866937531742,0.0
18.0,34.0,73600.0,3695400.0,-3621800.0,56.0,23.2143,13.0,43.0,1314.29,284262.0,-84227.9,3.37491,2.0,9.0,24.0769,10.6279,-1575200.0,1.02032,7.20439,0.0,3438.902996444896,0.0
18.0,35.0,59600.0,3695400.0,-3635800.0,56.0,23.2143,13.0,43.0,1064.29,284262.0,-84553.5,3.36191,2.0,9.0,24.0769,10.5349,-1575200.0,1.01639,5.83399,0.0,2255.0533265617064,0.0
18.0,36.0,145800.0,3695400.0,-3549600.0,55.0,23.6364,13.0,42.0,2650.91,284262.0,-84514.3,3.36347,2.0,9.0,24.0769,10.6667,-1573600.0,1.04108,14.2717,0.0,13508.922216573463,0.0
18.0,37.0,-61000.0,3695400.0,-3756400.0,56.0,23.2143,13.0,43.0,-1089.29,284262.0,-87358.1,3.25398,2.0,10.0,24.0769,10.1395,-1628800.0,0.983761,-4.96581,0.0,0.0,0.0
18.0,38.0,127600.0,3695400.0,-3567800.0,54.0,24.0741,13.0,41.0,2362.96,284262.0,-87019.5,3.26664,2.0,9.0,24.0769,10.4146,-1510000.0,1.03576,11.4996,0.0,10782.622516556292,0.0
18.0,39.0,123400.0,3695400.0,-3572000.0,54.0,24.0741,13.0,41.0,2285.19,284262.0,-87122.0,3.2628,2.0,9.0,24.0769,10.3659,-1510000.0,1.03455,11.1211,0.0,10084.476821192053,0.0
18.0,40.0,118400.0,3695400.0,-3577000.0,54.0,24.0741,13.0,41.0,2192.59,284262.0,-87243.9,3.25824,2.0,9.0,24.0769,10.3415,-1510000.0,1.0331,10.6705,0.0,9283.814569536424,121.07906107672545
18.0,41.0,903000.0,4038000.0,-3135000.0,51.0,27.451,14.0,37.0,17705.9,288429.0,-84729.7,3.4041,2.0,9.0,26.3571,9.86486,-1464600.0,1.28804,94.1213,0.0,556745.1863990168,121.07906107672545
18.0,42.0,903000.0,4038000.0,-3135000.0,51.0,27.451,14.0,37.0,17705.9,288429.0,-84729.7,3.4041,2.0,9.0,26.3571,9.86486,-1464600.0,1.28804,94.1213,0.0,556745.1863990168,121.07906107672545
18.0,43.0,958800.0,4038000.0,-3079200.0,50.0,28.0,14.0,36.0,19176.0,288429.0,-85533.3,3.37212,2.0,9.0,26.3571,10.0556,-1436600.0,1.31138,99.9375,0.0,639911.9031045524,292061.4443378119
18.0,44.0,958800.0,4038000.0,-3079200.0,50.0,28.0,14.0,36.0,19176.0,288429.0,-85533.3,3.37212,2.0,9.0,26.3571,10.0556,-1436600.0,1.31138,99.9375,0.0,639911.9031045524,292061.4443378119
18.0,45.0,960200.0,4038000.0,-3077800.0,50.0,28.0,14.0,36.0,19204.0,288429.0,-85494.4,3.37365,2.0,9.0,26.3571,10.0278,-1436600.0,1.31198,100.083,0.0,641782.0130864541,335873.59687652515
18.0,46.0,947200.0,4038000.0,-3090800.0,50.0,28.0,14.0,36.0,18944.0,288429.0,-85855.6,3.35946,2.0,9.0,26.3571,10.0,-1436600.0,1.30646,98.7284,0.0,624521.6761798691,335873.59687652515
18.0,47.0,1001400.0,4038000.0,-3036600.0,49.0,28.5714,14.0,35.0,20436.7,288429.0,-86760.0,3.32444,2.0,9.0,26.3571,10.1429,-1442000.0,1.32978,100.643,0.0,695424.3828016644,335873.59687652515
18.0,48.0,987400.0,4038000.0,-3050600.0,49.0,28.5714,14.0,35.0,20151.0,288429.0,-87160.0,3.30919,2.0,9.0,26.3571,10.1143,-1431600.0,1.32367,97.8593,0.0,681027.3540094999,335873.59687652515
18.0,49.0,1063800.0,4038000.0,-2974200.0,48.0,29.1667,14.0,34.0,22162.5,288429.0,-87476.5,3.29721,2.0,9.0,26.3571,10.2941,-1333000.0,1.35768,114.068,0.0,848965.0712678169,374395.32492962916
18.0,50.0,1063800.0,4038000.0,-2974200.0,48.0,29.1667,14.0,34.0,22162.5,288429.0,-87476.5,3.29721,2.0,9.0,26.3571,10.2941,-1333000.0,1.35768,114.068,0.0,848965.0712678169,374395.32492962916
19.0,1.0,-2284400.0,4459400.0,-6743800.0,184.0,27.7174,51.0,132.0,-12415.2,87439.2,-51089.4,1.71149,4.0,13.0,10.7647,5.19697,-2938000.0,0.661259,-79.668,0.0,0.0,0.0
19.0,2.0,-1020800.0,4569800.0,-5590600.0,139.0,28.777,40.0,99.0,-7343.88,114245.0,-56470.7,2.02308,4.0,14.0,13.625,6.35354,-2111400.0,0.817408,-51.4412,0.0,0.0,0.0
19.0,3.0,-485000.0,4566000.0,-5051000.0,117.0,30.7692,36.0,81.0,-4145.3,126833.0,-62358.0,2.03395,4.0,8.0,14.8056,7.33333,-1677400.0,0.903979,-31.2822,0.0,0.0,0.0
19.0,4.0,265000.0,4868800.0,-4603800.0,100.0,30.0,30.0,69.0,2650.0,162293.0,-66721.7,2.43239,4.0,8.0,18.0667,7.65217,-1277800.0,1.05756,24.4465,0.0,54957.73986539365,0.0
19.0,5.0,436800.0,4890800.0,-4454000.0,93.0,27.957,26.0,66.0,4696.77,188108.0,-67484.8,2.78741,4.0,9.0,19.7308,7.9697,-1350000.0,1.09807,36.4425,0.0,141329.06666666668,0.0
19.0,6.0,578800.0,5027000.0,-4448200.0,84.0,27.381,23.0,60.0,6890.48,218565.0,-74136.7,2.94814,4.0,15.0,20.2609,8.91667,-1783200.0,1.13012,35.47,0.0,187869.80708838045,1167.659574468085
19.0,7.0,689400.0,5055400.0,-4366000.0,81.0,29.6296,24.0,57.0,8511.11,210642.0,-76596.5,2.75002,4.0,14.0,19.9167,8.98246,-1711600.0,1.1579,44.6908,0.0,277677.23767235334,0.0
19.0,8.0,287800.0,4628000.0,-4340200.0,78.0,26.9231,21.0,57.0,3689.74,220381.0,-76143.9,2.89427,4.0,14.0,22.2381,8.84211,-1766400.0,1.06631,17.7962,0.0,46891.326992753624,0.0
19.0,9.0,99800.0,4748200.0,-4648400.0,78.0,25.641,20.0,58.0,1279.49,237410.0,-80144.8,2.96226,4.0,13.0,23.35,8.31034,-1614400.0,1.02147,6.69799,0.0,6169.499504459861,0.0
19.0,10.0,-306000.0,4514600.0,-4820600.0,79.0,24.0506,19.0,60.0,-3873.42,237611.0,-80343.3,2.95744,2.0,13.0,23.4211,7.98333,-1708600.0,0.936522,-19.1154,0.0,0.0,0.0
19.0,11.0,-156800.0,4543600.0,-4700400.0,76.0,25.0,19.0,57.0,-2063.16,239137.0,-82463.2,2.89992,2.0,12.0,23.4211,7.94737,-1598200.0,0.966641,-10.5193,0.0,0.0,0.0
19.0,12.0,-101600.0,4537800.0,-4639400.0,75.0,25.3333,19.0,56.0,-1354.67,238832.0,-82846.4,2.88282,2.0,12.0,23.4737,7.96429,-1598200.0,0.978101,-6.81605,0.0,0.0,0.0
19.0,13.0,-159200.0,4498400.0,-4657600.0,74.0,24.3243,18.0,56.0,-2151.35,249911.0,-83171.4,3.00477,2.0,12.0,23.5556,8.05357,-1618600.0,0.965819,-10.5361,0.0,0.0,0.0
19.0,14.0,-121800.0,4552000.0,-4673800.0,73.0,23.2877,17.0,56.0,-1668.49,267765.0,-83460.7,3.20827,2.0,12.0,24.0,8.33929,-1618600.0,0.97394,-8.06089,0.0,0.0,0.0
19.0,15.0,62200.0,4441800.0,-4379600.0,71.0,22.5352,16.0,55.0,876.056,277612.0,-79629.1,3.48632,2.0,11.0,24.875,8.58182,-1459800.0,1.0142,4.59991,0.0,2650.253459377997,0.0
19.0,16.0,188200.0,4423800.0,-4235600.0,69.0,23.1884,16.0,53.0,2727.54,276488.0,-79917.0,3.45968,2.0,11.0,24.875,8.69811,-1459800.0,1.04443,13.9181,0.0,24263.077133853953,0.0
19.0,17.0,447800.0,4383800.0,-3936000.0,66.0,24.2424,16.0,50.0,6784.85,273988.0,-78720.0,3.48053,2.0,10.0,25.3125,9.18,-1342600.0,1.11377,36.2591,0.0,149355.60852078057,0.0
19.0,18.0,1070400.0,4596600.0,-3526200.0,62.0,25.8065,16.0,46.0,17264.5,287288.0,-76656.5,3.74772,2.0,9.0,25.75,9.54348,-1252000.0,1.30356,93.5337,0.0,915140.7028753994,5936.468015308912
19.0,19.0,1078200.0,4595000.0,-3516800.0,62.0,24.1935,15.0,47.0,17390.3,306333.0,-74825.5,4.09397,2.0,11.0,25.4,9.95745,-1240000.0,1.30659,95.2137,0.0,937512.2903225806,92472.39227340267
19.0,20.0,800000.0,4329000.0,-3529000.0,61.0,24.5902,15.0,46.0,13114.8,288600.0,-76717.4,3.76186,2.0,11.0,26.6,9.73913,-1278800.0,1.22669,70.6464,0.0,500469.1898654989,277286.64186675684
19.0,21.0,734000.0,3981600.0,-3247600.0,57.0,26.3158,15.0,42.0,12877.2,265440.0,-77323.8,3.43284,2.0,11.0,29.6,9.83333,-1574400.0,1.22601,92.1416,0.0,342197.662601626,176384.00360482145
19.0,22.0,725800.0,3981600.0,-3255800.0,57.0,26.3158,15.0,42.0,12733.3,265440.0,-77519.0,3.42419,2.0,11.0,29.5333,9.83333,-1574400.0,1.22293,91.1122,0.0,334594.537601626,150503.2258064516
19.0,23.0,584000.0,3931200.0,-3347200.0,57.0,24.5614,14.0,43.0,10245.6,280800.0,-77841.9,3.60731,2.0,11.0,27.7143,10.7907,-1575600.0,1.17447,68.4001,0.0,216461.03071845646,94664.49057962319
19.0,24.0,556200.0,3914200.0,-3358000.0,57.0,24.5614,14.0,43.0,9757.89,279586.0,-78093.0,3.58016,2.0,11.0,27.7143,10.5581,-1585800.0,1.16563,65.1441,0.0,195080.36322360954,71749.45397815913
19.0,25.0,441800.0,3915800.0,-3474000.0,59.0,23.7288,14.0,45.0,7488.14,279700.0,-77200.0,3.62306,2.0,12.0,26.7143,9.91111,-1466800.0,1.12717,60.1252,0.0,133070.11180801745,68711.48445937838
19.0,26.0,390400.0,3899200.0,-3508800.0,59.0,23.7288,14.0,45.0,6616.95,278514.0,-77973.3,3.57192,2.0,12.0,26.8571,9.71111,-1466800.0,1.11126,53.1301,0.0,103907.93564221435,68711.48445937838
19.0,27.0,387200.0,3899200.0,-3512000.0,59.0,23.7288,14.0,45.0,6562.71,278514.0,-78044.4,3.56866,2.0,12.0,26.8571,9.55556,-1466800.0,1.11025,52.6946,0.0,102211.5080447232,68711.48445937838
19.0,28.0,535000.0,3852800.0,-3317800.0,55.0,25.4545,14.0,41.0,9727.27,275200.0,-80922.0,3.40081,2.0,9.0,26.9286,10.6098,-1466800.0,1.16125,72.8089,0.0,195135.6694845923,68711.48445937838
19.0,29.0,479800.0,3813200.0,-3333400.0,55.0,23.6364,13.0,42.0,8723.64,293323.0,-79366.7,3.6958,2.0,9.0,26.0769,11.2381,-1466800.0,1.14394,65.2967,0.0,156945.75947641124,68711.48445937838
19.0,30.0,480000.0,3813200.0,-3333200.0,55.0,23.6364,13.0,42.0,8727.27,293323.0,-79361.9,3.69602,2.0,9.0,26.0769,11.2143,-1466800.0,1.14401,65.3239,0.0,157076.62939732752,21945.82595347739
19.0,31.0,442200.0,3807600.0,-3365400.0,55.0,23.6364,13.0,42.0,8040.0,292892.0,-80128.6,3.65528,2.0,9.0,26.0769,11.0238,-1472400.0,1.1314,58.6783,0.0,132804.1564792176,0.0
19.0,32.0,284800.0,3804000.0,-3519200.0,55.0,23.6364,13.0,42.0,5178.18,292615.0,-83790.5,3.49223,2.0,9.0,26.0769,10.4762,-1491200.0,1.08093,31.5463,0.0,54393.1330472103,0.0
19.0,33.0,69800.0,3727400.0,-3657600.0,56.0,23.2143,13.0,43.0,1246.43,286723.0,-85060.5,3.37081,2.0,9.0,25.6154,10.2558,-1575200.0,1.01908,6.83242,0.0,3092.965972574911,0.0
19.0,34.0,65000.0,3727400.0,-3662400.0,56.0,23.2143,13.0,43.0,1160.71,286723.0,-85172.1,3.3664,2.0,9.0,25.6154,10.1628,-1575200.0,1.01775,6.36257,0.0,2682.1990858303707,0.0
19.0,35.0,81000.0,3727400.0,-3646400.0,56.0,23.2143,13.0,43.0,1446.43,286723.0,-84800.0,3.38117,2.0,9.0,25.6154,10.0698,-1575200.0,1.02221,7.92874,0.0,4165.185373285932,0.0
19.0,36.0,208400.0,3727400.0,-3519000.0,55.0,23.6364,13.0,42.0,3789.09,286723.0,-83785.7,3.4221,2.0,9.0,25.6154,10.1905,-1573600.0,1.05922,20.3994,0.0,27599.491611591257,0.0
